referrer,views_total,views_unique
Google,24,12
jonescompneurolab.github.io,19,8
github.com,10,7
hnn.brown.edu,7,2
direct.mit.edu,2,1
elifesciences.org,2,1
brown.edu,1,1
chatgpt.com,1,1
