referrer,views_total,views_unique
github.com,44,6
jonescompneurolab.github.io,31,5
elifesciences.org,30,1
Google,24,9
hnn.brown.edu,15,2
summerofcode.withgoogle.com,4,2
brown.edu,3,3
chat.openai.com,2,1
