referrer,views_total,views_unique
Google,24,12
jonescompneurolab.github.io,11,6
github.com,6,3
hnn.brown.edu,6,1
Bing,5,1
elifesciences.org,2,1
cn.bing.com,1,1
brown.edu,1,1
chatgpt.com,1,1
