referrer,views_total,views_unique
jonescompneurolab.github.io,23,8
github.com,10,7
Google,10,7
direct.mit.edu,2,1
linkedin.com,2,1
hnn.brown.edu,2,1
zenodo.org,1,1
elifesciences.org,1,1
