referrer,views_total,views_unique
github.com,20,5
Google,16,7
jonescompneurolab.github.io,7,3
chatgpt.com,7,1
carney.brown.edu,1,1
Bing,1,1
yandex.ru,1,1
hnn.brown.edu,1,1
