referrer,views_total,views_unique
Google,23,11
jonescompneurolab.github.io,10,5
github.com,7,4
hnn.brown.edu,6,1
Bing,5,1
elifesciences.org,2,1
cn.bing.com,1,1
brown.edu,1,1
chatgpt.com,1,1
